"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"F1001C01","Population at Each Census","1979","1979","20","Leitrim","1","Male","Number","14878"
"F1001C01","Population at Each Census","1979","1979","20","Leitrim","2","Female","Number","12966"
"F1001C01","Population at Each Census","1979","1979","21","Mayo","-","Both sexes","Number","114019"
"F1001C01","Population at Each Census","1979","1979","21","Mayo","1","Male","Number","58489"
"F1001C01","Population at Each Census","1979","1979","21","Mayo","2","Female","Number","55530"
"F1001C01","Population at Each Census","1979","1979","22","Roscommon","-","Both sexes","Number","54189"
"F1001C01","Population at Each Census","1979","1979","22","Roscommon","1","Male","Number","28475"
"F1001C01","Population at Each Census","1979","1979","22","Roscommon","2","Female","Number","25714"
"F1001C01","Population at Each Census","1979","1979","23","Sligo","-","Both sexes","Number","54610"
"F1001C01","Population at Each Census","1979","1979","23","Sligo","1","Male","Number","27806"
"F1001C01","Population at Each Census","1979","1979","23","Sligo","2","Female","Number","26804"
"F1001C01","Population at Each Census","1979","1979","24","Cavan","-","Both sexes","Number","53720"
"F1001C01","Population at Each Census","1979","1979","24","Cavan","1","Male","Number","28302"
"F1001C01","Population at Each Census","1979","1979","24","Cavan","2","Female","Number","25418"
"F1001C01","Population at Each Census","1979","1979","25","Donegal","-","Both sexes","Number","121941"
"F1001C01","Population at Each Census","1979","1979","25","Donegal","1","Male","Number","62629"
"F1001C01","Population at Each Census","1979","1979","25","Donegal","2","Female","Number","59312"
"F1001C01","Population at Each Census","1979","1979","26","Monaghan","-","Both sexes","Number","50376"
"F1001C01","Population at Each Census","1979","1979","26","Monaghan","1","Male","Number","26245"
"F1001C01","Population at Each Census","1979","1979","26","Monaghan","2","Female","Number","24131"
"F1001C01","Population at Each Census","1981","1981","-","State","-","Both sexes","Number","3443405"
"F1001C01","Population at Each Census","1981","1981","-","State","1","Male","Number","1729354"
"F1001C01","Population at Each Census","1981","1981","-","State","2","Female","Number","1714051"
"F1001C01","Population at Each Census","1981","1981","01","Carlow","-","Both sexes","Number","39820"
"F1001C01","Population at Each Census","1981","1981","01","Carlow","1","Male","Number","20195"
"F1001C01","Population at Each Census","1981","1981","01","Carlow","2","Female","Number","19625"
"F1001C01","Population at Each Census","1981","1981","02","Dublin","-","Both sexes","Number","1003164"
"F1001C01","Population at Each Census","1981","1981","02","Dublin","1","Male","Number","482342"
"F1001C01","Population at Each Census","1981","1981","02","Dublin","2","Female","Number","520822"
"F1001C01","Population at Each Census","1981","1981","03","Kildare","-","Both sexes","Number","104122"
"F1001C01","Population at Each Census","1981","1981","03","Kildare","1","Male","Number","53967"
"F1001C01","Population at Each Census","1981","1981","03","Kildare","2","Female","Number","50155"
"F1001C01","Population at Each Census","1981","1981","04","Kilkenny","-","Both sexes","Number","70806"
"F1001C01","Population at Each Census","1981","1981","04","Kilkenny","1","Male","Number","36395"
"F1001C01","Population at Each Census","1981","1981","04","Kilkenny","2","Female","Number","34411"
"F1001C01","Population at Each Census","1981","1981","05","Laois","-","Both sexes","Number","51171"
"F1001C01","Population at Each Census","1981","1981","05","Laois","1","Male","Number","26774"
"F1001C01","Population at Each Census","1981","1981","05","Laois","2","Female","Number","24397"
"F1001C01","Population at Each Census","1981","1981","06","Longford","-","Both sexes","Number","31140"
"F1001C01","Population at Each Census","1981","1981","06","Longford","1","Male","Number","16234"
"F1001C01","Population at Each Census","1981","1981","06","Longford","2","Female","Number","14906"
"F1001C01","Population at Each Census","1981","1981","07","Louth","-","Both sexes","Number","88514"
"F1001C01","Population at Each Census","1981","1981","07","Louth","1","Male","Number","44125"
"F1001C01","Population at Each Census","1981","1981","07","Louth","2","Female","Number","44389"
"F1001C01","Population at Each Census","1981","1981","08","Meath","-","Both sexes","Number","95419"
"F1001C01","Population at Each Census","1981","1981","08","Meath","1","Male","Number","48957"
"F1001C01","Population at Each Census","1981","1981","08","Meath","2","Female","Number","46462"
"F1001C01","Population at Each Census","1981","1981","09","Offaly","-","Both sexes","Number","58312"
"F1001C01","Population at Each Census","1981","1981","09","Offaly","1","Male","Number","30290"
"F1001C01","Population at Each Census","1981","1981","09","Offaly","2","Female","Number","28022"
"F1001C01","Population at Each Census","1981","1981","10","Westmeath","-","Both sexes","Number","61523"
"F1001C01","Population at Each Census","1981","1981","10","Westmeath","1","Male","Number","31388"
"F1001C01","Population at Each Census","1981","1981","10","Westmeath","2","Female","Number","30135"
"F1001C01","Population at Each Census","1981","1981","11","Wexford","-","Both sexes","Number","99081"
"F1001C01","Population at Each Census","1981","1981","11","Wexford","1","Male","Number","50336"
"F1001C01","Population at Each Census","1981","1981","11","Wexford","2","Female","Number","48745"
"F1001C01","Population at Each Census","1981","1981","12","Wicklow","-","Both sexes","Number","87449"
"F1001C01","Population at Each Census","1981","1981","12","Wicklow","1","Male","Number","43663"
"F1001C01","Population at Each Census","1981","1981","12","Wicklow","2","Female","Number","43786"
"F1001C01","Population at Each Census","1981","1981","13","Clare","-","Both sexes","Number","87567"
"F1001C01","Population at Each Census","1981","1981","13","Clare","1","Male","Number","45366"
"F1001C01","Population at Each Census","1981","1981","13","Clare","2","Female","Number","42201"
"F1001C01","Population at Each Census","1981","1981","14","Cork","-","Both sexes","Number","402465"
"F1001C01","Population at Each Census","1981","1981","14","Cork","1","Male","Number","202388"
"F1001C01","Population at Each Census","1981","1981","14","Cork","2","Female","Number","200077"
"F1001C01","Population at Each Census","1981","1981","15","Kerry","-","Both sexes","Number","122770"
"F1001C01","Population at Each Census","1981","1981","15","Kerry","1","Male","Number","63492"
"F1001C01","Population at Each Census","1981","1981","15","Kerry","2","Female","Number","59278"
"F1001C01","Population at Each Census","1981","1981","16","Limerick","-","Both sexes","Number","161661"
"F1001C01","Population at Each Census","1981","1981","16","Limerick","1","Male","Number","81595"
"F1001C01","Population at Each Census","1981","1981","16","Limerick","2","Female","Number","80066"
"F1001C01","Population at Each Census","1981","1981","17","Tipperary","-","Both sexes","Number","135261"
"F1001C01","Population at Each Census","1981","1981","17","Tipperary","1","Male","Number","69503"
"F1001C01","Population at Each Census","1981","1981","17","Tipperary","2","Female","Number","65758"
"F1001C01","Population at Each Census","1981","1981","18","Waterford","-","Both sexes","Number","88591"
"F1001C01","Population at Each Census","1981","1981","18","Waterford","1","Male","Number","44513"
"F1001C01","Population at Each Census","1981","1981","18","Waterford","2","Female","Number","44078"
"F1001C01","Population at Each Census","1981","1981","19","Galway","-","Both sexes","Number","172018"
"F1001C01","Population at Each Census","1981","1981","19","Galway","1","Male","Number","88330"
"F1001C01","Population at Each Census","1981","1981","19","Galway","2","Female","Number","83688"
"F1001C01","Population at Each Census","1981","1981","20","Leitrim","-","Both sexes","Number","27609"
"F1001C01","Population at Each Census","1981","1981","20","Leitrim","1","Male","Number","14699"
"F1001C01","Population at Each Census","1981","1981","20","Leitrim","2","Female","Number","12910"
"F1001C01","Population at Each Census","1981","1981","21","Mayo","-","Both sexes","Number","114766"
"F1001C01","Population at Each Census","1981","1981","21","Mayo","1","Male","Number","58987"
"F1001C01","Population at Each Census","1981","1981","21","Mayo","2","Female","Number","55779"
"F1001C01","Population at Each Census","1981","1981","22","Roscommon","-","Both sexes","Number","54543"
"F1001C01","Population at Each Census","1981","1981","22","Roscommon","1","Male","Number","28653"
"F1001C01","Population at Each Census","1981","1981","22","Roscommon","2","Female","Number","25890"
"F1001C01","Population at Each Census","1981","1981","23","Sligo","-","Both sexes","Number","55474"
"F1001C01","Population at Each Census","1981","1981","23","Sligo","1","Male","Number","28183"
"F1001C01","Population at Each Census","1981","1981","23","Sligo","2","Female","Number","27291"
"F1001C01","Population at Each Census","1981","1981","24","Cavan","-","Both sexes","Number","53855"
"F1001C01","Population at Each Census","1981","1981","24","Cavan","1","Male","Number","28338"
"F1001C01","Population at Each Census","1981","1981","24","Cavan","2","Female","Number","25517"
"F1001C01","Population at Each Census","1981","1981","25","Donegal","-","Both sexes","Number","125112"
"F1001C01","Population at Each Census","1981","1981","25","Donegal","1","Male","Number","63962"
"F1001C01","Population at Each Census","1981","1981","25","Donegal","2","Female","Number","61150"
"F1001C01","Population at Each Census","1981","1981","26","Monaghan","-","Both sexes","Number","51192"
"F1001C01","Population at Each Census","1981","1981","26","Monaghan","1","Male","Number","26679"
"F1001C01","Population at Each Census","1981","1981","26","Monaghan","2","Female","Number","24513"
"F1001C01","Population at Each Census","1986","1986","-","State","-","Both sexes","Number","3540643"
"F1001C01","Population at Each Census","1986","1986","-","State","1","Male","Number","1769690"
"F1001C01","Population at Each Census","1986","1986","-","State","2","Female","Number","1770953"
"F1001C01","Population at Each Census","1986","1986","01","Carlow","-","Both sexes","Number","40988"
"F1001C01","Population at Each Census","1986","1986","01","Carlow","1","Male","Number","20816"
"F1001C01","Population at Each Census","1986","1986","01","Carlow","2","Female","Number","20172"
"F1001C01","Population at Each Census","1986","1986","02","Dublin","-","Both sexes","Number","1021449"
"F1001C01","Population at Each Census","1986","1986","02","Dublin","1","Male","Number","492279"
"F1001C01","Population at Each Census","1986","1986","02","Dublin","2","Female","Number","529170"
"F1001C01","Population at Each Census","1986","1986","03","Kildare","-","Both sexes","Number","116247"
"F1001C01","Population at Each Census","1986","1986","03","Kildare","1","Male","Number","59542"
"F1001C01","Population at Each Census","1986","1986","03","Kildare","2","Female","Number","56705"
